=== Age ===
- Valore: 24.0 | Conteggio: 324 | Percentuale: 3.73%
- Valore: 275 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 270 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 269 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 267 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 265 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 263 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 261 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 260 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 258 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 255 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 254 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 291 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 297 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 252 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 298 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 331 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 327 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 326 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 324 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 322 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 321 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 315 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 314 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 310 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 309 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 307 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 306 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 305 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 304 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 303 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 302 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 301 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 253 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 251 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 178 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 213 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 207 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 206 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 205 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 203 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 200 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 199 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 198 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 197 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 196 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 195 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 190 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 189 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 188 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 186 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 183 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 182 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 181 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 210 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 216 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 250 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 217 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 248 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 246 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 243 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 242 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 241 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 240 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 239 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 237 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 234 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 233 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 232 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 231 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 229 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 225 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 224 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 223 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 219 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 664 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 669 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1337 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1095 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1115 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1113 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1112 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1105 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1102 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1099 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1097 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1096 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1094 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1170 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1093 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1091 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1088 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1085 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1084 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1082 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1080 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1079 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1117 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1121 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1123 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1127 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1168 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1167 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1166 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1163 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1162 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1153 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1152 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1150 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1147 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1146 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1142 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1141 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1136 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1134 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1133 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1132 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1129 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1078 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1077 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1076 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1035 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1033 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1032 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1031 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1030 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1029 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1026 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1025 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1022 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1020 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1019 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1018 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1017 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1015 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1014 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1013 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1012 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1005 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1034 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1036 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1071 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1038 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1068 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1066 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1065 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1062 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1060 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1058 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1057 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1054 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1053 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1052 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1051 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1048 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1047 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1046 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1043 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1041 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1040 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1169 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1173 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 671 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1274 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1285 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1284 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1283 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1282 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1281 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1280 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1279 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1278 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1273 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1174 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1271 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1269 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1267 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1264 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1263 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1261 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1260 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1259 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1286 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1288 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1291 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1293 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1336 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1335 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1333 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1332 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1331 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1328 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1323 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1322 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1317 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1312 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1310 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1309 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1307 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1302 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1300 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1299 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1295 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1258 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1256 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1250 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1213 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1208 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1206 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1203 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1199 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1198 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1197 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1195 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1192 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1191 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1190 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1188 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1185 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1180 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1179 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1178 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1177 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1175 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1212 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1214 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1248 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1215 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1246 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1242 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1240 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1239 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1236 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1235 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1234 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1233 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1231 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1230 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1229 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1225 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1223 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1222 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1220 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1218 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1216 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1004 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1001 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1000 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 781 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 791 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 790 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 788 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 787 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 786 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 785 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 784 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 782 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 779 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 998 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 777 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 776 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 773 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 771 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 769 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 767 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 764 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 762 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 793 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 795 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 796 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 797 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 830 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 829 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 826 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 825 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 824 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 822 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 819 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 818 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 817 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 816 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 815 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 813 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 808 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 805 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 802 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 799 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 798 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 761 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 757 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 754 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 705 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 703 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 702 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 701 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 697 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 696 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 690 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 689 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 688 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 687 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 685 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 683 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 682 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 679 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 678 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 677 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 674 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 672 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 704 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 707 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 750 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 710 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 746 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 743 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 738 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 737 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 736 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 734 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 733 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 732 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 729 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 728 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 727 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 726 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 724 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 719 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 718 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 715 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 713 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 833 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 834 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 835 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 965 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 960 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 957 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 956 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 955 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 953 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 952 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 951 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 949 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 947 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 946 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 942 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 941 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 940 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 939 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 935 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 932 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 931 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 961 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 966 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 927 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 968 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 997 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 995 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 993 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 991 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 990 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 989 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 987 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 985 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 983 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 979 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 978 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 976 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 975 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 972 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 971 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 970 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 969 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 928 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 924 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 836 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 877 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 875 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 874 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 873 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 871 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 870 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 869 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 868 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 867 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 860 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 859 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 853 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 851 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 850 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 846 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 845 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 840 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 839 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 876 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 878 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 921 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 879 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 919 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 918 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 915 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 913 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 912 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 910 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 906 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 905 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 904 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 903 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 902 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 901 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 898 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 893 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 890 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 883 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 881 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 2638 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 2640 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 2641 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 4347 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 4360 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 4358 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 4357 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 4356 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 4354 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 4351 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 4349 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 4348 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 4346 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 4404 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 4345 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 4344 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 4343 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 4340 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 4339 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 4337 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 4335 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 4334 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 4361 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 4362 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 4364 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 4365 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 4399 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 4397 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 4396 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 4395 | Conteggio: 1 | Percentuale: 0.01%
