feature,value,count,percentage
Group,4255,1,0.0115
Group,4253,1,0.0115
Group,4252,1,0.0115
Group,4251,1,0.0115
Group,4246,1,0.0115
Group,4245,1,0.0115
Group,4278,1,0.0115
Group,4289,1,0.0115
Group,4329,1,0.0115
Group,4291,1,0.0115
Group,4327,1,0.0115
Group,4320,1,0.0115
Group,4319,1,0.0115
Group,4318,1,0.0115
Group,4317,1,0.0115
Group,4316,1,0.0115
Group,4312,1,0.0115
Group,4311,1,0.0115
Group,4306,1,0.0115
Group,4302,1,0.0115
Group,4301,1,0.0115
Group,4300,1,0.0115
Group,4297,1,0.0115
Group,4296,1,0.0115
Group,4294,1,0.0115
Group,4293,1,0.0115
Group,4292,1,0.0115
Group,4402,1,0.0115
Group,4405,1,0.0115
Group,4561,1,0.0115
Group,4506,1,0.0115
Group,4522,1,0.0115
Group,4521,1,0.0115
Group,4518,1,0.0115
Group,4517,1,0.0115
Group,4516,1,0.0115
Group,4514,1,0.0115
Group,4512,1,0.0115
Group,4510,1,0.0115
Group,4502,1,0.0115
Group,4407,1,0.0115
Group,4501,1,0.0115
Group,4500,1,0.0115
Group,4497,1,0.0115
Group,4496,1,0.0115
Group,4494,1,0.0115
Group,4493,1,0.0115
Group,4492,1,0.0115
Group,4491,1,0.0115
Group,4524,1,0.0115
Group,4529,1,0.0115
Group,4530,1,0.0115
Group,4531,1,0.0115
Group,4559,1,0.0115
Group,4558,1,0.0115
Group,4557,1,0.0115
Group,4555,1,0.0115
Group,4553,1,0.0115
Group,4552,1,0.0115
Group,4550,1,0.0115
Group,4549,1,0.0115
Group,4547,1,0.0115
Group,4546,1,0.0115
Group,4544,1,0.0115
Group,4543,1,0.0115
Group,4538,1,0.0115
Group,4537,1,0.0115
Group,4534,1,0.0115
Group,4533,1,0.0115
Group,4532,1,0.0115
Group,4490,1,0.0115
Group,4487,1,0.0115
Group,4486,1,0.0115
Group,4440,1,0.0115
Group,4437,1,0.0115
Group,4436,1,0.0115
Group,4433,1,0.0115
Group,4432,1,0.0115
Group,4431,1,0.0115
Group,4430,1,0.0115
Group,4429,1,0.0115
Group,4428,1,0.0115
Group,4426,1,0.0115
Group,4424,1,0.0115
Group,4416,1,0.0115
Group,4415,1,0.0115
Group,4413,1,0.0115
Group,4411,1,0.0115
Group,4410,1,0.0115
Group,4409,1,0.0115
Group,4408,1,0.0115
Group,4438,1,0.0115
Group,4444,1,0.0115
Group,4479,1,0.0115
Group,4445,1,0.0115
Group,4477,1,0.0115
Group,4476,1,0.0115
Group,4470,1,0.0115
Group,4467,1,0.0115
Group,4466,1,0.0115
Group,4464,1,0.0115
Group,4462,1,0.0115
Group,4461,1,0.0115
Group,4459,1,0.0115
Group,4457,1,0.0115
Group,4456,1,0.0115
Group,4453,1,0.0115
Group,4452,1,0.0115
Group,4451,1,0.0115
Group,4449,1,0.0115
Group,4448,1,0.0115
Group,4447,1,0.0115
Group,4244,1,0.0115
Group,4243,1,0.0115
Group,4242,1,0.0115
Group,4037,1,0.0115
Group,4049,1,0.0115
Group,4047,1,0.0115
Group,4046,1,0.0115
Group,4045,1,0.0115
Group,4043,1,0.0115
Group,4040,1,0.0115
Group,4039,1,0.0115
Group,4038,1,0.0115
Group,4036,1,0.0115
Group,4240,1,0.0115
Group,4035,1,0.0115
Group,4034,1,0.0115
Group,4033,1,0.0115
Group,4032,1,0.0115
Group,4027,1,0.0115
Group,4026,1,0.0115
Group,4023,1,0.0115
Group,4022,1,0.0115
Group,4050,1,0.0115
Group,4053,1,0.0115
Group,4055,1,0.0115
Group,4058,1,0.0115
Group,4089,1,0.0115
Group,4084,1,0.0115
Group,4083,1,0.0115
Group,4082,1,0.0115
Group,4081,1,0.0115
Group,4080,1,0.0115
Group,4079,1,0.0115
Group,4078,1,0.0115
Group,4076,1,0.0115
Group,4075,1,0.0115
Group,4072,1,0.0115
Group,4069,1,0.0115
Group,4068,1,0.0115
Group,4065,1,0.0115
Group,4064,1,0.0115
Group,4063,1,0.0115
Group,4060,1,0.0115
Group,4021,1,0.0115
Group,4020,1,0.0115
Group,4019,1,0.0115
Group,3980,1,0.0115
Group,3976,1,0.0115
Group,3973,1,0.0115
Group,3971,1,0.0115
Group,3970,1,0.0115
Group,3968,1,0.0115
Group,3967,1,0.0115
Group,3964,1,0.0115
Group,3963,1,0.0115
Group,3961,1,0.0115
Group,3960,1,0.0115
Group,3958,1,0.0115
Group,3955,1,0.0115
Group,3954,1,0.0115
Group,3952,1,0.0115
Group,3950,1,0.0115
Group,3949,1,0.0115
Group,3948,1,0.0115
Group,3977,1,0.0115
Group,3981,1,0.0115
Group,4018,1,0.0115
Group,3984,1,0.0115
Group,4016,1,0.0115
Group,4013,1,0.0115
Group,4010,1,0.0115
Group,4009,1,0.0115
Group,4008,1,0.0115
Group,4003,1,0.0115
Group,4002,1,0.0115
Group,3999,1,0.0115
Group,3998,1,0.0115
Group,3997,1,0.0115
Group,3996,1,0.0115
Group,3994,1,0.0115
Group,3992,1,0.0115
Group,3991,1,0.0115
Group,3988,1,0.0115
Group,3987,1,0.0115
Group,3985,1,0.0115
Group,4090,1,0.0115
Group,4091,1,0.0115
Group,4093,1,0.0115
Group,4203,1,0.0115
Group,4196,1,0.0115
Group,4194,1,0.0115
Group,4191,1,0.0115
Group,4189,1,0.0115
Group,4188,1,0.0115
Group,4186,1,0.0115
Group,4185,1,0.0115
Group,4184,1,0.0115
Group,4183,1,0.0115
Group,4178,1,0.0115
Group,4175,1,0.0115
Group,4174,1,0.0115
Group,4173,1,0.0115
Group,4171,1,0.0115
Group,4170,1,0.0115
Group,4167,1,0.0115
Group,4165,1,0.0115
Group,4199,1,0.0115
Group,4205,1,0.0115
Group,4160,1,0.0115
Group,4206,1,0.0115
Group,4239,1,0.0115
Group,4238,1,0.0115
Group,4237,1,0.0115
Group,4233,1,0.0115
Group,4232,1,0.0115
Group,4231,1,0.0115
Group,4230,1,0.0115
Group,4229,1,0.0115
Group,4225,1,0.0115
Group,4221,1,0.0115
Group,4220,1,0.0115
Group,4215,1,0.0115
Group,4214,1,0.0115
Group,4213,1,0.0115
Group,4212,1,0.0115
Group,4211,1,0.0115
Group,4208,1,0.0115
Group,4163,1,0.0115
Group,4159,1,0.0115
Group,4095,1,0.0115
Group,4127,1,0.0115
Group,4120,1,0.0115
Group,4116,1,0.0115
Group,4115,1,0.0115
Group,4114,1,0.0115
Group,4112,1,0.0115
Group,4110,1,0.0115
Group,4109,1,0.0115
Group,4107,1,0.0115
Group,4106,1,0.0115
Group,4104,1,0.0115
Group,4103,1,0.0115
Group,4102,1,0.0115
Group,4101,1,0.0115
Group,4099,1,0.0115
Group,4098,1,0.0115
Group,4097,1,0.0115
Group,4096,1,0.0115
Group,4125,1,0.0115
Group,4129,1,0.0115
Group,4158,1,0.0115
Group,4130,1,0.0115
Group,4156,1,0.0115
Group,4154,1,0.0115
Group,4152,1,0.0115
Group,4151,1,0.0115
Group,4150,1,0.0115
Group,4149,1,0.0115
Group,4145,1,0.0115
Group,4144,1,0.0115
Group,4143,1,0.0115
Group,4142,1,0.0115
Group,4141,1,0.0115
Group,4140,1,0.0115
Group,4137,1,0.0115
Group,4135,1,0.0115
Group,4134,1,0.0115
Group,4132,1,0.0115
Group,4131,1,0.0115
Group,4560,1,0.0115
Group,4562,1,0.0115
Group,2642,1,0.0115
Group,4987,1,0.0115
Group,4998,1,0.0115
Group,4997,1,0.0115
Group,4996,1,0.0115
Group,4995,1,0.0115
Group,4992,1,0.0115
Group,4991,1,0.0115
Group,4990,1,0.0115
Group,4989,1,0.0115
Group,4983,1,0.0115
Group,5032,1,0.0115
Group,4979,1,0.0115
Group,4978,1,0.0115
Group,4972,1,0.0115
Group,4970,1,0.0115
Group,4965,1,0.0115
Group,4964,1,0.0115
Group,4963,1,0.0115
Group,4961,1,0.0115
Group,4999,1,0.0115
Group,5000,1,0.0115
Group,5003,1,0.0115
Group,5004,1,0.0115
Group,5027,1,0.0115
Group,5025,1,0.0115
Group,5023,1,0.0115
Group,5021,1,0.0115
Group,5020,1,0.0115
Group,5019,1,0.0115
Group,5018,1,0.0115
Group,5017,1,0.0115
Group,5016,1,0.0115
Group,5015,1,0.0115
Group,5013,1,0.0115
Group,5012,1,0.0115
Group,5010,1,0.0115
Group,5009,1,0.0115
Group,5008,1,0.0115
Group,5007,1,0.0115
Group,5005,1,0.0115
Group,4958,1,0.0115
Group,4956,1,0.0115
Group,4954,1,0.0115
Group,4913,1,0.0115
Group,4910,1,0.0115
Group,4909,1,0.0115
Group,4904,1,0.0115
Group,4903,1,0.0115
Group,4902,1,0.0115
Group,4900,1,0.0115
Group,4898,1,0.0115
Group,4897,1,0.0115
Group,4896,1,0.0115
Group,4895,1,0.0115
Group,4893,1,0.0115
Group,4892,1,0.0115
Group,4889,1,0.0115
Group,4888,1,0.0115
Group,4887,1,0.0115
Group,4886,1,0.0115
Group,4885,1,0.0115
Group,4911,1,0.0115
Group,4915,1,0.0115
Group,4952,1,0.0115
Group,4916,1,0.0115
Group,4951,1,0.0115
Group,4950,1,0.0115
Group,4946,1,0.0115
Group,4945,1,0.0115
Group,4943,1,0.0115
Group,4941,1,0.0115
Group,4940,1,0.0115
Group,4939,1,0.0115
Group,4938,1,0.0115
Group,4937,1,0.0115
Group,4934,1,0.0115
Group,4929,1,0.0115
Group,4925,1,0.0115
Group,4924,1,0.0115
Group,4920,1,0.0115
Group,4918,1,0.0115
Group,4917,1,0.0115
Group,5028,1,0.0115
Group,5034,1,0.0115
Group,4563,1,0.0115
Group,5161,1,0.0115
Group,5176,1,0.0115
Group,5175,1,0.0115
Group,5173,1,0.0115
Group,5171,1,0.0115
Group,5170,1,0.0115
Group,5167,1,0.0115
Group,5166,1,0.0115
Group,5165,1,0.0115
Group,5160,1,0.0115
Group,5035,1,0.0115
Group,5158,1,0.0115
Group,5157,1,0.0115
Group,5154,1,0.0115
Group,5152,1,0.0115
Group,5151,1,0.0115
Group,5146,1,0.0115
Group,5145,1,0.0115
Group,5144,1,0.0115
Group,5177,1,0.0115
Group,5179,1,0.0115
Group,5180,1,0.0115
Group,5181,1,0.0115
Group,5213,1,0.0115
Group,5211,1,0.0115
Group,5210,1,0.0115
Group,5209,1,0.0115
Group,5204,1,0.0115
Group,5202,1,0.0115
Group,5201,1,0.0115
Group,5199,1,0.0115
Group,5198,1,0.0115
Group,5197,1,0.0115
Group,5193,1,0.0115
Group,5192,1,0.0115
Group,5190,1,0.0115
Group,5187,1,0.0115
Group,5186,1,0.0115
Group,5185,1,0.0115
Group,5184,1,0.0115
Group,5140,1,0.0115
Group,5138,1,0.0115
Group,5137,1,0.0115
Group,5085,1,0.0115
Group,5080,1,0.0115
Group,5076,1,0.0115
Group,5074,1,0.0115
Group,5073,1,0.0115
Group,5070,1,0.0115
Group,5069,1,0.0115
Group,5068,1,0.0115
Group,5067,1,0.0115
Group,5064,1,0.0115
Group,5063,1,0.0115
Group,5062,1,0.0115
Group,5059,1,0.0115
Group,5057,1,0.0115
Group,5051,1,0.0115
Group,5050,1,0.0115
Group,5048,1,0.0115
Group,5042,1,0.0115
Group,5083,1,0.0115
Group,5087,1,0.0115
Group,5136,1,0.0115
Group,5088,1,0.0115
Group,5132,1,0.0115
Group,5130,1,0.0115
Group,5129,1,0.0115
Group,5126,1,0.0115
Group,5125,1,0.0115
Group,5124,1,0.0115
Group,5122,1,0.0115
Group,5120,1,0.0115
Group,5109,1,0.0115
Group,5108,1,0.0115
Group,5106,1,0.0115
Group,5105,1,0.0115
Group,5104,1,0.0115
Group,5103,1,0.0115
Group,5095,1,0.0115
Group,5093,1,0.0115
Group,5091,1,0.0115
Group,4884,1,0.0115
Group,4883,1,0.0115
Group,4882,1,0.0115
Group,4646,1,0.0115
Group,4657,1,0.0115
Group,4654,1,0.0115
Group,4653,1,0.0115
Group,4652,1,0.0115
Group,4651,1,0.0115
Group,4650,1,0.0115
Group,4649,1,0.0115
Group,4648,1,0.0115
Group,4644,1,0.0115
Group,4881,1,0.0115
Group,4643,1,0.0115
Group,4642,1,0.0115
Group,4641,1,0.0115
Group,4640,1,0.0115
Group,4638,1,0.0115
Group,4637,1,0.0115
Group,4635,1,0.0115
Group,4634,1,0.0115
Group,4659,1,0.0115
Group,4664,1,0.0115
Group,4665,1,0.0115
Group,4667,1,0.0115
Group,4711,1,0.0115
Group,4709,1,0.0115
Group,4708,1,0.0115
Group,4704,1,0.0115
Group,4699,1,0.0115
Group,4696,1,0.0115
Group,4694,1,0.0115
Group,4691,1,0.0115
Group,4689,1,0.0115
Group,4686,1,0.0115
Group,4684,1,0.0115
Group,4679,1,0.0115
Group,4678,1,0.0115
Group,4677,1,0.0115
Group,4676,1,0.0115
Group,4673,1,0.0115
Group,4672,1,0.0115
Group,4633,1,0.0115
Group,4631,1,0.0115
Group,4630,1,0.0115
Group,4595,1,0.0115
Group,4591,1,0.0115
Group,4587,1,0.0115
Group,4586,1,0.0115
Group,4585,1,0.0115
Group,4580,1,0.0115
Group,4577,1,0.0115
Group,4576,1,0.0115
Group,4575,1,0.0115
Group,4574,1,0.0115
Group,4573,1,0.0115
Group,4572,1,0.0115
Group,4571,1,0.0115
Group,4570,1,0.0115
Group,4568,1,0.0115
Group,4567,1,0.0115
Group,4565,1,0.0115
Group,4564,1,0.0115
Group,4593,1,0.0115
Group,4596,1,0.0115
Group,4628,1,0.0115
Group,4597,1,0.0115
Group,4624,1,0.0115
Group,4623,1,0.0115
Group,4622,1,0.0115
Group,4621,1,0.0115
Group,2,1,0.0115
Group,4617,1,0.0115
Group,4615,1,0.0115
Group,4613,1,0.0115
Group,4612,1,0.0115
Group,4611,1,0.0115
Group,4610,1,0.0115
Group,4609,1,0.0115
Group,4608,1,0.0115
Group,4607,1,0.0115
Group,4605,1,0.0115
Group,4604,1,0.0115
Group,4602,1,0.0115
Group,4712,1,0.0115
Group,4713,1,0.0115
Group,4714,1,0.0115
Group,4845,1,0.0115
Group,4840,1,0.0115
Group,4838,1,0.0115
Group,4837,1,0.0115
Group,4832,1,0.0115
Group,4831,1,0.0115
Group,4830,1,0.0115
Group,4829,1,0.0115
Group,4828,1,0.0115
Group,4827,1,0.0115
Group,4823,1,0.0115
Group,4819,1,0.0115
Group,4818,1,0.0115
Group,4817,1,0.0115
Group,4815,1,0.0115
Group,4814,1,0.0115
Group,4813,1,0.0115
Group,4810,1,0.0115
Group,4842,1,0.0115
Group,4847,1,0.0115
Group,4807,1,0.0115
Group,4848,1,0.0115
Group,4880,1,0.0115
Group,4879,1,0.0115
Group,4878,1,0.0115
Group,4876,1,0.0115
Group,4875,1,0.0115
Group,4873,1,0.0115
Group,4871,1,0.0115
Group,4870,1,0.0115
Group,4868,1,0.0115
Group,4866,1,0.0115
Group,4864,1,0.0115
Group,4863,1,0.0115
Group,4862,1,0.0115
Group,4857,1,0.0115
Group,4856,1,0.0115
Group,4853,1,0.0115
Group,4851,1,0.0115
Group,4808,1,0.0115
Group,4803,1,0.0115
Group,4717,1,0.0115
Group,4763,1,0.0115
Group,4759,1,0.0115
Group,4758,1,0.0115
Group,4757,1,0.0115
Group,4755,1,0.0115
Group,4754,1,0.0115
Group,4753,1,0.0115
Group,4752,1,0.0115
Group,4748,1,0.0115
Group,4746,1,0.0115
Group,4743,1,0.0115
Group,4739,1,0.0115
Group,4733,1,0.0115
Group,4730,1,0.0115
Group,4725,1,0.0115
Group,4721,1,0.0115
Group,4720,1,0.0115
Group,4719,1,0.0115
Group,4762,1,0.0115
Group,4764,1,0.0115
Group,4801,1,0.0115
Group,4769,1,0.0115
Group,4797,1,0.0115
Group,4795,1,0.0115
Group,4794,1,0.0115
Group,4792,1,0.0115
Group,4791,1,0.0115
Group,4790,1,0.0115
Group,4788,1,0.0115
Group,4787,1,0.0115
Group,4786,1,0.0115
Group,4785,1,0.0115
Group,4784,1,0.0115
Group,4783,1,0.0115
Group,4778,1,0.0115
Group,4777,1,0.0115
Group,4775,1,0.0115
Group,4773,1,0.0115
Group,4772,1,0.0115
Group,3946,1,0.0115
Group,3945,1,0.0115
Group,3944,1,0.0115
Group,3026,1,0.0115
Group,3042,1,0.0115
Group,3040,1,0.0115
Group,3039,1,0.0115
Group,3038,1,0.0115
Group,3036,1,0.0115
Group,3034,1,0.0115
Group,3033,1,0.0115
Group,3027,1,0.0115
Group,3024,1,0.0115
Group,3087,1,0.0115
Group,3023,1,0.0115
Group,3020,1,0.0115
Group,3019,1,0.0115
Group,3018,1,0.0115
Group,3015,1,0.0115
Group,3014,1,0.0115
Group,3013,1,0.0115
Group,3012,1,0.0115
Group,3044,1,0.0115
Group,3045,1,0.0115
Group,3048,1,0.0115
Group,3050,1,0.0115
Group,3084,1,0.0115
Group,3083,1,0.0115
Group,3082,1,0.0115
Group,3080,1,0.0115
Group,3079,1,0.0115
Group,3076,1,0.0115
Group,3073,1,0.0115
Group,3070,1,0.0115
Group,3068,1,0.0115
Group,3067,1,0.0115
Group,3066,1,0.0115
Group,3065,1,0.0115
Group,3064,1,0.0115
Group,3062,1,0.0115
Group,3055,1,0.0115
Group,3054,1,0.0115
Group,3053,1,0.0115
Group,3010,1,0.0115
Group,3009,1,0.0115
Group,3006,1,0.0115
Group,2968,1,0.0115
Group,2965,1,0.0115
Group,2964,1,0.0115
Group,2962,1,0.0115
Group,2961,1,0.0115
Group,2960,1,0.0115
Group,2959,1,0.0115
Group,2958,1,0.0115
Group,2956,1,0.0115
Group,2954,1,0.0115
Group,2953,1,0.0115
Group,2950,1,0.0115
Group,2949,1,0.0115
Group,2948,1,0.0115
Group,2945,1,0.0115
Group,2943,1,0.0115
Group,2942,1,0.0115
Group,2941,1,0.0115
Group,2966,1,0.0115
Group,2969,1,0.0115
Group,3005,1,0.0115
Group,2970,1,0.0115
Group,3003,1,0.0115
Group,3000,1,0.0115
Group,2998,1,0.0115
Group,2996,1,0.0115
Group,2994,1,0.0115
Group,2993,1,0.0115
Group,2992,1,0.0115
Group,2990,1,0.0115
Group,2988,1,0.0115
Group,2986,1,0.0115
Group,2984,1,0.0115
Group,2983,1,0.0115
Group,2982,1,0.0115
Group,2979,1,0.0115
Group,2975,1,0.0115
Group,2972,1,0.0115
Group,2971,1,0.0115
Group,3085,1,0.0115
Group,3088,1,0.0115
Group,3942,1,0.0115
Group,3200,1,0.0115
Group,3215,1,0.0115
Group,3213,1,0.0115
Group,3212,1,0.0115
Group,3209,1,0.0115
Group,3206,1,0.0115
Group,3205,1,0.0115
Group,3203,1,0.0115
Group,3201,1,0.0115
Group,3197,1,0.0115
Group,3090,1,0.0115
Group,3196,1,0.0115
Group,3193,1,0.0115
Group,3192,1,0.0115
Group,3191,1,0.0115
Group,3188,1,0.0115
Group,3185,1,0.0115
Group,3182,1,0.0115
Group,3181,1,0.0115
Group,3217,1,0.0115
Group,3219,1,0.0115
Group,3220,1,0.0115
Group,3221,1,0.0115
Group,3254,1,0.0115
Group,3253,1,0.0115
Group,3252,1,0.0115
Group,3248,1,0.0115
Group,3247,1,0.0115
Group,3243,1,0.0115
Group,3241,1,0.0115
Group,3240,1,0.0115
Group,3239,1,0.0115
Group,3238,1,0.0115
Group,3235,1,0.0115
Group,3232,1,0.0115
Group,3230,1,0.0115
Group,3229,1,0.0115
Group,3227,1,0.0115
Group,3224,1,0.0115
Group,3223,1,0.0115
Group,3180,1,0.0115
Group,3179,1,0.0115
Group,3176,1,0.0115
Group,3130,1,0.0115
Group,3123,1,0.0115
Group,3121,1,0.0115
Group,3119,1,0.0115
Group,3118,1,0.0115
Group,3117,1,0.0115
Group,3116,1,0.0115
Group,3114,1,0.0115
Group,3112,1,0.0115
Group,3111,1,0.0115
Group,3110,1,0.0115
Group,3103,1,0.0115
Group,3102,1,0.0115
Group,3099,1,0.0115
Group,3096,1,0.0115
Group,3095,1,0.0115
Group,3093,1,0.0115
Group,3092,1,0.0115
Group,3128,1,0.0115
Group,3132,1,0.0115
Group,3175,1,0.0115
Group,3133,1,0.0115
Group,3172,1,0.0115
Group,3171,1,0.0115
Group,3169,1,0.0115
Group,3168,1,0.0115
Group,3166,1,0.0115
Group,3164,1,0.0115
Group,3161,1,0.0115
Group,3159,1,0.0115
Group,3158,1,0.0115
Group,3152,1,0.0115
Group,3147,1,0.0115
Group,3145,1,0.0115
Group,3143,1,0.0115
Group,3140,1,0.0115
Group,3138,1,0.0115
Group,3136,1,0.0115
Group,3134,1,0.0115
Group,2940,1,0.0115
Group,2938,1,0.0115
Group,2936,1,0.0115
Group,2726,1,0.0115
Group,2741,1,0.0115
Group,2740,1,0.0115
Group,2739,1,0.0115
Group,2738,1,0.0115
Group,2736,1,0.0115
Group,2734,1,0.0115
Group,2729,1,0.0115
Group,2727,1,0.0115
Group,2725,1,0.0115
Group,2935,1,0.0115
Group,2722,1,0.0115
Group,2721,1,0.0115
Group,2718,1,0.0115
Group,2717,1,0.0115
Group,2714,1,0.0115
Group,2713,1,0.0115
Group,2712,1,0.0115
Group,2708,1,0.0115
Group,2743,1,0.0115
Group,2745,1,0.0115
Group,2746,1,0.0115
Group,2747,1,0.0115
Group,2780,1,0.0115
Group,2773,1,0.0115
Group,2772,1,0.0115
Group,2770,1,0.0115
Group,2769,1,0.0115
Group,2765,1,0.0115
Group,2764,1,0.0115
Group,2763,1,0.0115
Group,2759,1,0.0115
Group,2758,1,0.0115
Group,2756,1,0.0115
Group,2755,1,0.0115
Group,2754,1,0.0115
Group,2753,1,0.0115
Group,2751,1,0.0115
Group,2750,1,0.0115
Group,2748,1,0.0115
Group,2706,1,0.0115
Group,2704,1,0.0115
Group,2703,1,0.0115
Group,2672,1,0.0115
Group,2670,1,0.0115
Group,2664,1,0.0115
Group,2663,1,0.0115
Group,2662,1,0.0115
Group,2660,1,0.0115
Group,2659,1,0.0115
Group,2658,1,0.0115
Group,2657,1,0.0115
Group,2655,1,0.0115
Group,2652,1,0.0115
Group,2651,1,0.0115
Group,2650,1,0.0115
Group,2649,1,0.0115
Group,2648,1,0.0115
Group,2647,1,0.0115
Group,2646,1,0.0115
Group,2643,1,0.0115
Group,2671,1,0.0115
Group,2675,1,0.0115
Group,2702,1,0.0115
Group,2676,1,0.0115
Group,2701,1,0.0115
Group,2700,1,0.0115
Group,2698,1,0.0115
Group,2697,1,0.0115
Group,2695,1,0.0115
Group,2692,1,0.0115
Group,2691,1,0.0115
Group,2690,1,0.0115
Group,2688,1,0.0115
Group,2687,1,0.0115
Group,2685,1,0.0115
Group,2684,1,0.0115
Group,2683,1,0.0115
Group,2682,1,0.0115
Group,2679,1,0.0115
Group,2678,1,0.0115
Group,2677,1,0.0115
Group,2781,1,0.0115
Group,2784,1,0.0115
Group,2785,1,0.0115
Group,2891,1,0.0115
Group,2887,1,0.0115
Group,2884,1,0.0115
Group,2883,1,0.0115
Group,2882,1,0.0115
Group,2881,1,0.0115
Group,2880,1,0.0115
Group,2878,1,0.0115
Group,2877,1,0.0115
Group,2876,1,0.0115
Group,2875,1,0.0115
Group,2873,1,0.0115
Group,2872,1,0.0115
Group,2870,1,0.0115
Group,2869,1,0.0115
Group,2866,1,0.0115
Group,2863,1,0.0115
Group,2862,1,0.0115
Group,2888,1,0.0115
Group,2893,1,0.0115
Group,2860,1,0.0115
Group,2894,1,0.0115
Group,2934,1,0.0115
Group,2930,1,0.0115
Group,2929,1,0.0115
Group,2927,1,0.0115
Group,2926,1,0.0115
Group,2920,1,0.0115
Group,2913,1,0.0115
Group,2912,1,0.0115
Group,2910,1,0.0115
Group,2909,1,0.0115
Group,2907,1,0.0115
Group,2906,1,0.0115
Group,2905,1,0.0115
Group,2902,1,0.0115
Group,2900,1,0.0115
Group,2899,1,0.0115
Group,2897,1,0.0115
Group,2861,1,0.0115
Group,2859,1,0.0115
Group,2786,1,0.0115
Group,2819,1,0.0115
Group,2814,1,0.0115
Group,2813,1,0.0115
Group,2812,1,0.0115
Group,2811,1,0.0115
Group,2810,1,0.0115
Group,2809,1,0.0115
Group,2806,1,0.0115
Group,2805,1,0.0115
Group,2802,1,0.0115
Group,2801,1,0.0115
Group,2797,1,0.0115
Group,2796,1,0.0115
Group,2793,1,0.0115
Group,2792,1,0.0115
Group,2789,1,0.0115
Group,2788,1,0.0115
Group,2787,1,0.0115
Group,2817,1,0.0115
Group,2820,1,0.0115
Group,2857,1,0.0115
Group,2821,1,0.0115
Group,2856,1,0.0115
Group,2854,1,0.0115
Group,2853,1,0.0115
Group,2852,1,0.0115
Group,2847,1,0.0115
Group,2846,1,0.0115
Group,2843,1,0.0115
Group,2840,1,0.0115
Group,2839,1,0.0115
Group,2838,1,0.0115
Group,2837,1,0.0115
Group,2835,1,0.0115
Group,2834,1,0.0115
Group,2832,1,0.0115
Group,2825,1,0.0115
Group,2824,1,0.0115
Group,2823,1,0.0115
Group,3255,1,0.0115
Group,3256,1,0.0115
Group,3258,1,0.0115
Group,3733,1,0.0115
Group,3748,1,0.0115
Group,3745,1,0.0115
Group,3744,1,0.0115
Group,3743,1,0.0115
Group,3741,1,0.0115
Group,3739,1,0.0115
Group,3736,1,0.0115
Group,3734,1,0.0115
Group,3729,1,0.0115
Group,3605,1,0.0115
Group,3728,1,0.0115
Group,3726,1,0.0115
Group,3724,1,0.0115
Group,3716,1,0.0115
Group,3708,1,0.0115
Group,3705,1,0.0115
Group,3704,1,0.0115
Group,3702,1,0.0115
Group,3751,1,0.0115
Group,3752,1,0.0115
Group,3753,1,0.0115
Group,3754,1,0.0115
Group,3783,1,0.0115
Group,3781,1,0.0115
Group,3779,1,0.0115
Group,3778,1,0.0115
Group,3777,1,0.0115
Group,3776,1,0.0115
Group,3771,1,0.0115
Group,3770,1,0.0115
Group,3769,1,0.0115
Group,3768,1,0.0115
Group,3767,1,0.0115
Group,3765,1,0.0115
Group,3761,1,0.0115
Group,3760,1,0.0115
Group,3759,1,0.0115
Group,3757,1,0.0115
Group,3756,1,0.0115
Group,3700,1,0.0115
Group,3693,1,0.0115
Group,3692,1,0.0115
Group,3644,1,0.0115
Group,3639,1,0.0115
Group,3636,1,0.0115
Group,3634,1,0.0115
Group,3631,1,0.0115
Group,3630,1,0.0115
Group,3629,1,0.0115
Group,3628,1,0.0115
Group,3626,1,0.0115
Group,3625,1,0.0115
Group,3624,1,0.0115
Group,3620,1,0.0115
Group,3619,1,0.0115
Group,3616,1,0.0115
Group,3614,1,0.0115
Group,3613,1,0.0115
Group,3612,1,0.0115
Group,3607,1,0.0115
Group,3642,1,0.0115
Group,3647,1,0.0115
Group,3691,1,0.0115
Group,3648,1,0.0115
Group,3690,1,0.0115
Group,3686,1,0.0115
Group,3682,1,0.0115
Group,3679,1,0.0115
Group,3678,1,0.0115
Group,3677,1,0.0115
Group,3674,1,0.0115
Group,3671,1,0.0115
Group,3668,1,0.0115
Group,3667,1,0.0115
Group,3665,1,0.0115
Group,3664,1,0.0115
Group,3660,1,0.0115
Group,3655,1,0.0115
Group,3653,1,0.0115
Group,3652,1,0.0115
Group,3650,1,0.0115
Group,3784,1,0.0115
Group,3785,1,0.0115
Group,3788,1,0.0115
Group,3904,1,0.0115
Group,3898,1,0.0115
Group,3897,1,0.0115
Group,3896,1,0.0115
Group,3894,1,0.0115
Group,3890,1,0.0115
Group,3888,1,0.0115
Group,3886,1,0.0115
Group,3879,1,0.0115
Group,3875,1,0.0115
Group,3873,1,0.0115
Group,3872,1,0.0115
Group,3871,1,0.0115
Group,3870,1,0.0115
Group,3867,1,0.0115
Group,3866,1,0.0115
Group,3864,1,0.0115
Group,3857,1,0.0115
Group,3899,1,0.0115
Group,3907,1,0.0115
Group,3854,1,0.0115
Group,3909,1,0.0115
Group,3941,1,0.0115
Group,3940,1,0.0115
Group,3939,1,0.0115
Group,3937,1,0.0115
Group,3936,1,0.0115
Group,3935,1,0.0115
Group,3933,1,0.0115
